T,N,degree,epsilon,m_psi
2.999999999999999889e-01,8.000000000000000000e+02,3.500000000000000000e+01,9.000000000000000222e-01,1.934029999999999994e-03
2.999999999999999889e-01,8.000000000000000000e+02,3.500000000000000000e+01,9.500000000000000666e-01,4.884159999999999804e-04
2.999999999999999889e-01,8.000000000000000000e+02,3.500000000000000000e+01,1.000000000000000000e+00,7.704139999999999730e-04
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,5.000000000000000278e-02,1.000000000000000000e+00
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+00
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,1.500000000000000222e-01,1.000000000000000000e+00
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,2.000000000000000111e-01,1.000000000000000000e+00
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,2.500000000000000000e-01,1.000000000000000000e+00
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,3.000000000000000444e-01,1.000000000000000000e+00
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,3.500000000000000333e-01,1.000000000000000000e+00
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,4.000000000000000222e-01,1.000000000000000000e+00
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,4.500000000000000111e-01,1.000000000000000000e+00
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,5.000000000000000000e-01,1.000000000000000000e+00
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,5.500000000000000444e-01,1.000000000000000000e+00
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,6.000000000000000888e-01,1.000000000000000000e+00
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,6.500000000000000222e-01,1.000000000000000000e+00
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,7.000000000000000666e-01,1.486700000000000087e-03
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,7.500000000000000000e-01,1.057479999999999965e-03
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,8.000000000000000444e-01,1.834469999999999937e-03
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,8.500000000000000888e-01,3.276859999999999929e-03
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,9.000000000000000222e-01,1.079480000000000066e-03
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,9.500000000000000666e-01,2.618090000000000001e-03
2.999999999999999889e-01,8.000000000000000000e+02,4.000000000000000000e+01,1.000000000000000000e+00,1.715589999999999910e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,7.067119999999999652e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,5.000000000000000278e-02,1.696589999999999904e-02
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,1.000000000000000056e-01,1.376179999999999938e-02
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,1.500000000000000222e-01,5.683999999999999816e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,2.000000000000000111e-01,6.917340000000000121e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,2.500000000000000000e-01,3.206999999999999890e-04
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,3.000000000000000444e-01,6.197369999999999789e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,3.500000000000000333e-01,4.008509999999999851e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,4.000000000000000222e-01,1.400750000000000085e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,4.500000000000000111e-01,2.849589999999999936e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,5.000000000000000000e-01,2.771469999999999836e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,5.500000000000000444e-01,2.766740000000000171e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,6.000000000000000888e-01,2.560470000000000020e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,6.500000000000000222e-01,3.773530000000000200e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,7.000000000000000666e-01,5.256939999999999877e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,7.500000000000000000e-01,1.624009999999999950e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,8.000000000000000444e-01,2.725609999999999838e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,8.500000000000000888e-01,2.527680000000000031e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,9.000000000000000222e-01,3.306180000000000143e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,9.500000000000000666e-01,2.010699999999999814e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00,1.287949999999999946e-03
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00,7.883799999999999697e-01
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,5.000000000000000278e-02,7.806140000000000301e-01
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,1.000000000000000056e-01,7.568880000000000052e-01
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,1.500000000000000222e-01,6.767379999999999507e-01
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,2.000000000000000111e-01,2.169760000000000091e-02
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,2.500000000000000000e-01,2.105699999999999933e-02
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,3.000000000000000444e-01,8.930149999999999547e-03
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,3.500000000000000333e-01,5.350210000000000209e-03
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,4.000000000000000222e-01,4.828240000000000244e-04
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,4.500000000000000111e-01,1.013049999999999931e-03
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,5.000000000000000000e-01,2.631179999999999890e-03
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,5.500000000000000444e-01,3.947860000000000084e-03
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,6.000000000000000888e-01,1.959119999999999959e-03
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,6.500000000000000222e-01,2.597019999999999797e-03
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,7.000000000000000666e-01,2.648339999999999896e-03
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,7.500000000000000000e-01,4.763309999999999766e-04
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,8.000000000000000444e-01,2.968759999999999975e-03
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,8.500000000000000888e-01,1.537299999999999908e-03
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,9.000000000000000222e-01,2.969030000000000107e-03
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,9.500000000000000666e-01,2.009470000000000180e-03
1.000000000000000000e+00,8.000000000000000000e+02,4.000000000000000000e+00,1.000000000000000000e+00,9.670180000000000442e-04
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,0.000000000000000000e+00,9.428290000000000282e-01
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,5.000000000000000278e-02,9.417299999999999560e-01
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,1.000000000000000056e-01,9.385510000000000241e-01
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,1.500000000000000222e-01,9.322160000000000446e-01
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,2.000000000000000111e-01,9.214620000000000033e-01
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,2.500000000000000000e-01,9.002149999999999874e-01
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,3.000000000000000444e-01,2.351550000000000168e-02
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,3.500000000000000333e-01,1.800689999999999973e-03
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,4.000000000000000222e-01,6.989070000000000005e-03
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,4.500000000000000111e-01,3.671579999999999809e-03
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,5.000000000000000000e-01,5.850639999999999834e-03
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,5.500000000000000444e-01,2.757599999999999808e-03
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,6.000000000000000888e-01,1.034189999999999936e-03
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,6.500000000000000222e-01,1.148399999999999942e-03
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,7.000000000000000666e-01,2.017469999999999940e-03
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,7.500000000000000000e-01,2.630819999999999860e-03
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,8.000000000000000444e-01,1.708089999999999999e-03
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,8.500000000000000888e-01,1.613059999999999928e-03
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,9.000000000000000222e-01,1.326219999999999916e-03
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,9.500000000000000666e-01,4.898170000000000301e-04
1.000000000000000000e+00,8.000000000000000000e+02,6.000000000000000000e+00,1.000000000000000000e+00,8.008429999999999759e-04
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,0.000000000000000000e+00,9.820480000000000320e-01
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,5.000000000000000278e-02,9.814469999999999583e-01
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,1.000000000000000056e-01,9.807360000000000522e-01
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,1.500000000000000222e-01,9.789039999999999964e-01
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,2.000000000000000111e-01,9.755139999999999922e-01
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,2.500000000000000000e-01,9.710619999999999807e-01
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,3.000000000000000444e-01,9.642169999999999908e-01
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,3.500000000000000333e-01,9.504240000000000466e-01
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,4.000000000000000222e-01,5.315299999999999886e-02
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,4.500000000000000111e-01,1.026059999999999993e-02
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,5.000000000000000000e-01,1.895900000000000059e-03
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,5.500000000000000444e-01,3.484080000000000076e-03
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,6.000000000000000888e-01,3.681840000000000026e-03
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,6.500000000000000222e-01,9.543740000000000209e-04
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,7.000000000000000666e-01,3.322330000000000075e-03
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,7.500000000000000000e-01,2.334720000000000198e-03
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,8.000000000000000444e-01,7.463549999999999785e-04
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,8.500000000000000888e-01,1.597399999999999905e-03
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,9.000000000000000222e-01,2.265909999999999994e-04
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,9.500000000000000666e-01,1.298469999999999919e-03
1.000000000000000000e+00,8.000000000000000000e+02,8.000000000000000000e+00,1.000000000000000000e+00,5.408960000000000200e-04
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,0.000000000000000000e+00,9.940449999999999564e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,5.000000000000000278e-02,9.940020000000000522e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000056e-01,9.937439999999999607e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,1.500000000000000222e-01,9.931090000000000195e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,2.000000000000000111e-01,9.918249999999999567e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,2.500000000000000000e-01,9.902349999999999763e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,3.000000000000000444e-01,9.875319999999999654e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,3.500000000000000333e-01,9.836970000000000436e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,4.000000000000000222e-01,9.773570000000000313e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,4.500000000000000111e-01,9.644470000000000542e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e-01,9.124820000000000500e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,5.500000000000000444e-01,1.763709999999999931e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,6.000000000000000888e-01,4.841800000000000270e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,6.500000000000000222e-01,2.371530000000000111e-04
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,7.000000000000000666e-01,1.946889999999999949e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,7.500000000000000000e-01,8.386929999999999472e-04
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,8.000000000000000444e-01,2.718939999999999985e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,8.500000000000000888e-01,2.326609999999999789e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,9.000000000000000222e-01,5.142150000000000496e-04
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,9.500000000000000666e-01,1.161310000000000033e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,2.026060000000000100e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,0.000000000000000000e+00,9.995629999999999793e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,5.000000000000000278e-02,9.996249999999999858e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,1.000000000000000056e-01,9.995589999999999753e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,1.500000000000000222e-01,9.995380000000000376e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,2.000000000000000111e-01,9.993180000000000396e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,2.500000000000000000e-01,9.990449999999999608e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,3.000000000000000444e-01,9.986680000000000001e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,3.500000000000000333e-01,9.980130000000000390e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,4.000000000000000222e-01,9.972710000000000186e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,4.500000000000000111e-01,9.957049999999999512e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,5.000000000000000000e-01,9.928230000000000111e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,5.500000000000000444e-01,1.063260000000000073e-02
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,6.000000000000000888e-01,5.346730000000000059e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,6.500000000000000222e-01,3.328110000000000009e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,7.000000000000000666e-01,3.112929999999999864e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,7.500000000000000000e-01,2.691020000000000131e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,8.000000000000000444e-01,1.149939999999999903e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,8.500000000000000888e-01,8.105729999999999793e-04
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,9.000000000000000222e-01,1.757859999999999978e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,9.500000000000000666e-01,3.279949999999999793e-04
1.000000000000000000e+00,8.000000000000000000e+02,1.400000000000000000e+01,1.000000000000000000e+00,3.457560000000000147e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,0.000000000000000000e+00,9.999799999999999800e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,5.000000000000000278e-02,9.999749999999999472e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,1.000000000000000056e-01,9.999660000000000215e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,1.500000000000000222e-01,9.999500000000000055e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,2.000000000000000111e-01,9.999430000000000263e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,2.500000000000000000e-01,9.999249999999999527e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,3.000000000000000444e-01,9.998660000000000325e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,3.500000000000000333e-01,9.998000000000000220e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,4.000000000000000222e-01,9.996340000000000225e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,4.500000000000000111e-01,9.993929999999999758e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,5.000000000000000000e-01,9.989289999999999559e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,5.500000000000000444e-01,9.980759999999999632e-01
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,6.000000000000000888e-01,6.354379999999999751e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,6.500000000000000222e-01,4.290109999999999757e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,7.000000000000000666e-01,5.092239999999999614e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,7.500000000000000000e-01,1.952369999999999930e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,8.000000000000000444e-01,1.243229999999999899e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,8.500000000000000888e-01,2.291179999999999866e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,9.000000000000000222e-01,3.030530000000000138e-04
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,9.500000000000000666e-01,1.720249999999999991e-03
1.000000000000000000e+00,8.000000000000000000e+02,1.800000000000000000e+01,1.000000000000000000e+00,8.714900000000000467e-04
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,5.000000000000000278e-02,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,1.500000000000000222e-01,9.999949999999999672e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,2.000000000000000111e-01,9.999949999999999672e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,2.500000000000000000e-01,9.999949999999999672e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,3.000000000000000444e-01,9.999749999999999472e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,3.500000000000000333e-01,9.999749999999999472e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,4.000000000000000222e-01,9.999700000000000255e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,4.500000000000000111e-01,9.999209999999999487e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,5.000000000000000000e-01,9.997730000000000228e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,5.500000000000000444e-01,9.996000000000000441e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,6.000000000000000888e-01,9.991999999999999771e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,6.500000000000000222e-01,5.728040000000000215e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,7.000000000000000666e-01,2.057370000000000206e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,7.500000000000000000e-01,9.383640000000000167e-05
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,8.000000000000000444e-01,3.062189999999999791e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,8.500000000000000888e-01,2.122049999999999891e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,9.000000000000000222e-01,1.880100000000000000e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,9.500000000000000666e-01,6.091249999999999660e-04
1.000000000000000000e+00,8.000000000000000000e+02,2.200000000000000000e+01,1.000000000000000000e+00,9.348709999999999876e-04
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,5.000000000000000278e-02,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,1.500000000000000222e-01,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,2.000000000000000111e-01,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,2.500000000000000000e-01,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,3.000000000000000444e-01,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,3.500000000000000333e-01,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,4.000000000000000222e-01,9.999879999999999880e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,4.500000000000000111e-01,9.999710000000000543e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,5.000000000000000000e-01,9.999299999999999855e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,5.500000000000000444e-01,9.998460000000000125e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,6.000000000000000888e-01,9.997589999999999533e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,6.500000000000000222e-01,4.679590000000000138e-01
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,7.000000000000000666e-01,3.423030000000000083e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,7.500000000000000000e-01,4.102950000000000173e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,8.000000000000000444e-01,7.285040000000000439e-04
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,8.500000000000000888e-01,6.280059999999999636e-04
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,9.000000000000000222e-01,1.966310000000000193e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,9.500000000000000666e-01,1.584750000000000004e-03
1.000000000000000000e+00,8.000000000000000000e+02,2.600000000000000000e+01,1.000000000000000000e+00,7.283640000000000080e-04
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,5.000000000000000278e-02,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,1.500000000000000222e-01,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,2.000000000000000111e-01,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,2.500000000000000000e-01,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,3.000000000000000444e-01,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,3.500000000000000333e-01,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,4.000000000000000222e-01,1.000000000000000000e+00
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,4.500000000000000111e-01,9.999820000000000375e-01
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,5.000000000000000000e-01,9.999799999999999800e-01
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,5.500000000000000444e-01,9.999770000000000048e-01
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,6.000000000000000888e-01,9.999299999999999855e-01
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,6.500000000000000222e-01,2.738129999999999731e-01
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,7.000000000000000666e-01,3.345750000000000200e-03
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,7.500000000000000000e-01,5.055129999999999693e-03
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,8.000000000000000444e-01,2.432249999999999950e-03
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,8.500000000000000888e-01,1.007139999999999902e-03
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,9.000000000000000222e-01,4.691680000000000047e-04
1.000000000000000000e+00,8.000000000000000000e+02,3.000000000000000000e+01,9.500000000000000666e-01,1.588800000000000021e-03
