T,k,N,epsilon,z,conversion,conversion_sd,m_psi,m_psi_sd,rho_paper
6.500000000000000222e-01,1.000000000000000000e+01,1.600000000000000000e+03,2.999999999999999889e-01,1.500000000000000222e-01,2.710873749999999967e-03,9.497092594965247155e-04,7.807754999999999557e-01,1.307661175534403312e-03,8.464880000000000182e-01
6.500000000000000222e-01,1.000000000000000000e+01,1.600000000000000000e+03,2.999999999999999889e-01,1.750000000000000167e-01,4.093256249999999846e-03,8.845389117209245941e-04,7.466607499999999842e-01,1.152157948156437486e-03,8.204763749999999245e-01
6.500000000000000222e-01,1.000000000000000000e+01,1.600000000000000000e+03,2.999999999999999889e-01,2.000000000000000111e-01,6.285806249999999554e-03,9.298037470608715941e-04,7.130481250000000326e-01,1.207195762656152523e-03,7.938849999999999518e-01
6.500000000000000222e-01,1.000000000000000000e+01,1.600000000000000000e+03,9.000000000000000222e-01,0.000000000000000000e+00,3.336133749999999898e-01,6.016892756024414543e-04,1.481804874999999733e-03,5.596770393060262767e-04,3.331115000000000048e-01
6.500000000000000222e-01,1.000000000000000000e+01,1.600000000000000000e+03,9.000000000000000222e-01,2.500000000000000139e-02,3.180302499999999588e-01,1.224740048949159166e-03,1.903971250000000004e-02,9.863487421261053160e-04,3.432902500000000190e-01
6.500000000000000222e-01,1.000000000000000000e+01,1.600000000000000000e+03,9.000000000000000222e-01,5.000000000000000278e-02,3.024157499999999832e-01,1.374834785528786024e-03,3.834734999999999533e-02,1.220383178554997842e-03,3.531901250000000214e-01
6.500000000000000222e-01,1.000000000000000000e+01,1.600000000000000000e+03,9.000000000000000222e-01,7.500000000000001110e-02,2.843302500000000066e-01,1.531505366461378666e-03,5.744133750000000177e-02,1.416207641853323368e-03,3.638883750000000417e-01
6.500000000000000222e-01,1.000000000000000000e+01,1.600000000000000000e+03,9.000000000000000222e-01,1.000000000000000056e-01,2.646213750000000475e-01,1.670162711946045079e-03,7.876004999999999812e-02,1.161523473718893782e-03,3.761792499999999650e-01
6.500000000000000222e-01,1.000000000000000000e+01,1.600000000000000000e+03,9.000000000000000222e-01,1.250000000000000000e-01,2.442571250000000194e-01,1.339115793863622939e-03,9.991136250000000329e-02,1.748717234101540780e-03,3.881223750000000194e-01
6.500000000000000222e-01,1.000000000000000000e+01,1.600000000000000000e+03,9.000000000000000222e-01,1.500000000000000222e-01,2.219494999999999940e-01,2.093925559803879420e-03,1.224522500000000125e-01,2.636782165348514236e-03,4.012000000000000011e-01
6.500000000000000222e-01,1.000000000000000000e+01,1.600000000000000000e+03,9.000000000000000222e-01,1.750000000000000167e-01,1.968537499999999940e-01,2.948466200840698086e-03,1.479632499999999906e-01,3.552574480218536127e-03,4.166244999999999532e-01
6.500000000000000222e-01,1.000000000000000000e+01,1.600000000000000000e+03,9.000000000000000222e-01,2.000000000000000111e-01,1.712438749999999898e-01,3.058178601614855528e-03,1.735432500000000100e-01,4.146084440469108637e-03,4.316240000000000077e-01
