t_order,conversion_order_z0p000,psi_mag_order_z0p000,conversion_order_z0p013,psi_mag_order_z0p013,conversion_order_z0p025,psi_mag_order_z0p025,conversion_order_z0p038,psi_mag_order_z0p038,conversion_order_z0p050,psi_mag_order_z0p050,conversion_order_z0p062,psi_mag_order_z0p062,conversion_order_z0p075,psi_mag_order_z0p075,conversion_order_z0p088,psi_mag_order_z0p088,conversion_order_z0p100,psi_mag_order_z0p100,conversion_order_z0p113,psi_mag_order_z0p113,conversion_order_z0p125,psi_mag_order_z0p125,conversion_order_z0p138,psi_mag_order_z0p138,conversion_order_z0p150,psi_mag_order_z0p150,conversion_order_z0p163,psi_mag_order_z0p163,conversion_order_z0p175,psi_mag_order_z0p175,conversion_order_z0p188,psi_mag_order_z0p188,conversion_order_z0p200,psi_mag_order_z0p200,t_cycle,conversion_cycle_z0p000,psi_mag_cycle_z0p000,conversion_cycle_z0p013,psi_mag_cycle_z0p013,conversion_cycle_z0p025,psi_mag_cycle_z0p025,conversion_cycle_z0p038,psi_mag_cycle_z0p038,conversion_cycle_z0p050,psi_mag_cycle_z0p050,conversion_cycle_z0p062,psi_mag_cycle_z0p062,conversion_cycle_z0p075,psi_mag_cycle_z0p075,conversion_cycle_z0p088,psi_mag_cycle_z0p088,conversion_cycle_z0p100,psi_mag_cycle_z0p100,conversion_cycle_z0p113,psi_mag_cycle_z0p113,conversion_cycle_z0p125,psi_mag_cycle_z0p125,conversion_cycle_z0p138,psi_mag_cycle_z0p138,conversion_cycle_z0p150,psi_mag_cycle_z0p150,conversion_cycle_z0p163,psi_mag_cycle_z0p163,conversion_cycle_z0p175,psi_mag_cycle_z0p175,conversion_cycle_z0p188,psi_mag_cycle_z0p188,conversion_cycle_z0p200,psi_mag_cycle_z0p200
7.670000000000000000e+02,9.987500000000000266e-01,9.981255870380241202e-01,9.987341772151898667e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.987012987012987564e-01,9.981255870380241202e-01,1.315789473684204425e-03,9.222670776407450033e-01,0.000000000000000000e+00,9.059292535844065686e-01,-1.500301384628589695e-17,8.859775674361060060e-01,1.369863013698616270e-03,8.663510042124957788e-01,1.388888888888890026e-03,8.526456986931910675e-01,1.408450704225353489e-03,8.292400511914507222e-01,4.285714285714289397e-03,8.125374991346553388e-01,1.449275362318841898e-03,7.928814145255265178e-01,2.941176470588205329e-03,7.804455858674582691e-01,2.985074626865674274e-03,7.618603874726653791e-01,6.060606060606032845e-03,7.443988766111888644e-01,4.615384615384619284e-03,7.300353159265653424e-01,6.249999999999970857e-03,7.128102394747145576e-01,7.670000000000000000e+02,2.262500000000000067e-01,3.156417074785903276e-01,2.240506329113924056e-01,1.851139851550930859e-01,3.948717948717948567e-01,1.751204942318286828e-01,3.038961038961038863e-01,2.295511925475449133e-01,3.605263157894737502e-01,1.682121056880269971e-01,4.026666666666666727e-01,2.188999486066637301e-01,3.229729729729729493e-01,9.960076555930690023e-02,2.082191780821917859e-01,8.400148808205726292e-02,2.041666666666666630e-01,1.431618402368454168e-01,2.098591549295775183e-01,1.229773861325730577e-01,2.028571428571428470e-01,4.670385423067360819e-02,2.014492753623188526e-01,1.039305657638792124e-01,3.102941176470588314e-01,2.893932229683343071e-01,1.626865671641791189e-01,5.663755379604599322e-02,2.106060606060606022e-01,1.650899376097768878e-01,1.692307692307692402e-01,2.255133033769849971e-01,1.390625000000000056e-01,1.351099089630365402e-01
7.680000000000000000e+02,9.975000000000000533e-01,9.962523525693678383e-01,9.987341772151898667e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.987012987012987564e-01,9.981255870380241202e-01,1.315789473684204425e-03,9.203438555779029917e-01,0.000000000000000000e+00,9.078649403958718445e-01,1.351351351351337549e-03,8.841848293767541334e-01,1.369863013698616270e-03,8.683128396493974277e-01,1.388888888888890026e-03,8.526456986931910675e-01,4.225352112676060250e-03,8.257676352945785281e-01,2.857142857142859742e-03,8.142490789064485979e-01,1.449275362318841898e-03,7.948948436743065171e-01,2.941176470588205329e-03,7.804455858674582691e-01,2.985074626865674274e-03,7.618603874726653791e-01,7.575757575757549080e-03,7.427913990482120088e-01,6.153846153846159045e-03,7.284540565471512297e-01,7.812499999999972244e-03,7.133492745492910903e-01,7.680000000000000000e+02,1.712500000000000133e-01,2.431466892639092547e-01,2.354430379746835222e-01,1.495200655430568293e-01,4.410256410256410131e-01,1.825513626352867902e-01,1.974025974025974128e-01,2.065036319293199474e-01,4.315789473684211175e-01,1.900123351259070115e-01,2.666666666666666630e-01,2.745820687881858069e-01,2.662162162162161616e-01,1.151018570658181167e-01,2.849315068493150083e-01,9.549214627392124677e-02,2.111111111111110827e-01,6.628536791781432236e-02,3.464788732394366577e-01,1.504732119016536362e-01,3.099999999999999978e-01,9.541848615441339554e-02,2.318840579710144956e-01,1.170803676967236973e-01,1.691176470588235115e-01,3.184361199675690979e-01,2.731343283582089443e-01,8.693568024695029484e-02,2.136363636363636243e-01,1.613856018980628360e-01,1.384615384615384415e-01,2.053655277791286149e-01,1.890624999999999944e-01,1.104889700377373191e-01
7.690000000000000000e+02,9.987500000000000266e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.315789473684204425e-03,9.222670776407450033e-01,0.000000000000000000e+00,9.078649403958718445e-01,-1.500301384628589695e-17,8.859775674361060060e-01,1.369863013698616270e-03,8.702756388064645243e-01,2.777777777777764873e-03,8.508929133563165603e-01,4.225352112676060250e-03,8.257676352945785281e-01,1.428571428571429871e-03,8.159628131845225729e-01,2.898550724637683797e-03,7.911858188820120041e-01,1.470588235294086402e-03,7.821135227701924153e-01,2.985074626865674274e-03,7.618603874726653791e-01,7.575757575757549080e-03,7.448521245858134021e-01,7.692307692307698806e-03,7.248027748981096252e-01,1.093749999999997502e-02,7.102673352337132151e-01,7.690000000000000000e+02,2.675000000000000155e-01,1.863632206203788000e-01,3.265822784810126778e-01,1.255985668708045622e-01,3.358974358974358698e-01,1.542572931825268168e-01,2.363636363636363591e-01,1.130265455545731851e-01,3.618421052631579093e-01,2.022258947316094846e-01,1.320000000000000062e-01,2.416188889553133323e-01,2.351351351351350927e-01,6.365188528237020194e-02,3.630136986301369939e-01,1.294398991810484512e-01,3.180555555555555358e-01,8.148044243866119085e-02,4.366197183098591839e-01,2.707397274136176812e-01,3.371428571428571330e-01,1.807449860992000334e-01,2.246376811594202605e-01,1.375170443981400537e-01,1.117647058823529188e-01,2.687587207887402463e-01,3.343283582089552342e-01,1.939434518100572602e-01,1.833333333333332926e-01,1.573262930981342012e-01,1.430769230769231015e-01,1.280929838047346891e-01,2.031249999999999722e-01,1.391267407797653621e-01
7.700000000000000000e+02,9.987500000000000266e-01,9.981255870380241202e-01,9.987341772151898667e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.987012987012987564e-01,9.981255870380241202e-01,1.315789473684204425e-03,9.203438555779029917e-01,0.000000000000000000e+00,9.059292535844065686e-01,-1.500301384628589695e-17,8.879250742602102786e-01,1.369863013698616270e-03,8.643901390575901011e-01,2.777777777777764873e-03,8.508929133563165603e-01,0.000000000000000000e+00,8.329653354131850707e-01,2.857142857142859742e-03,8.142490789064485979e-01,2.898550724637683797e-03,7.972325178390556877e-01,2.941176470588205329e-03,7.784158592937325816e-01,2.985074626865674274e-03,7.639034215789324289e-01,3.030303030302999509e-03,7.496790980146106342e-01,9.230769230769238567e-03,7.232262785601750732e-01,6.249999999999970857e-03,7.148950971995822190e-01,7.700000000000000000e+02,3.862499999999999822e-01,1.701240356328286296e-01,4.278481012658227334e-01,1.532512234861437561e-01,2.525641025641025550e-01,1.141613441581695448e-01,3.207792207792207195e-01,7.716662167025309382e-02,2.697368421052632192e-01,1.747453504388601364e-01,1.866666666666666474e-01,2.057645802853348416e-01,3.081081081081080697e-01,5.018714974971170278e-02,3.410958904109588907e-01,1.619365230576475523e-01,3.736111111111111716e-01,1.639502592251686763e-01,3.098591549295774961e-01,2.846406726031964207e-01,2.628571428571428448e-01,1.911437613420852166e-01,2.391304347826086751e-01,1.297654133426932865e-01,1.147058823529411575e-01,1.388400608614100140e-01,2.746268656716417955e-01,2.582180522349281082e-01,2.045454545454545303e-01,1.168800132614641052e-01,2.138461538461538525e-01,6.589527676548609381e-02,1.968749999999999667e-01,1.981989215409610261e-01
7.710000000000000000e+02,9.962499999999999689e-01,9.943755892518680861e-01,9.987341772151898667e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.961038961038960471e-01,9.943803032542428699e-01,1.315789473684204425e-03,9.203438555779029917e-01,1.333333333333334590e-03,9.060586004779160874e-01,-1.500301384628589695e-17,8.879250742602102786e-01,1.369863013698616270e-03,8.683128396493974277e-01,1.388888888888890026e-03,8.506697728848721107e-01,2.816901408450706978e-03,8.314811708631772991e-01,2.857142857142859742e-03,8.142490789064485979e-01,2.898550724637683797e-03,7.972325178390556877e-01,2.941176470588205329e-03,7.784158592937325816e-01,1.492537313432837137e-03,7.635044613491136500e-01,3.030303030302999509e-03,7.455660601180822411e-01,9.230769230769238567e-03,7.273754188862859849e-01,4.687499999999969469e-03,7.164441272702289920e-01,7.710000000000000000e+02,4.724999999999999756e-01,2.087949053497234753e-01,3.341772151898734222e-01,1.521769118493341844e-01,2.371794871794871695e-01,1.216745145870736788e-01,3.675324675324675439e-01,1.219054449153111619e-01,2.157894736842105587e-01,1.375170443981400814e-01,3.373333333333333184e-01,2.115382648600482307e-01,3.540540540540540460e-01,1.124235851589870383e-01,2.575342465753424626e-01,1.718102150630166636e-01,3.152777777777777124e-01,1.820757054084921611e-01,1.591549295774647710e-01,3.368767393276063671e-01,1.714285714285714579e-01,2.096574587273251078e-01,1.956521739130434867e-01,1.268426682942298545e-01,2.088235294117647134e-01,4.205650960315168718e-02,2.029850746268656858e-01,2.468204053557971900e-01,2.393939393939393812e-01,1.545002022652398610e-01,2.430769230769230793e-01,1.130265455545731712e-01,1.609374999999999556e-01,2.306817342140465854e-01
7.720000000000000000e+02,9.949999999999999956e-01,9.925023614581479636e-01,9.987341772151898667e-01,9.981255870380241202e-01,9.987179487179487225e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.315789473684204425e-03,9.184217100548091040e-01,1.333333333333334590e-03,9.060586004779160874e-01,-1.500301384628589695e-17,8.898735865278842860e-01,1.369863013698616270e-03,8.702756388064645243e-01,1.388888888888890026e-03,8.506697728848721107e-01,2.816901408450706978e-03,8.314811708631772991e-01,1.428571428571429871e-03,8.159628131845225729e-01,4.347826086956493169e-03,7.955432499242264255e-01,4.411764705882324257e-03,7.767490344377646627e-01,5.970149253731348547e-03,7.626721117229867675e-01,3.030303030302999509e-03,7.455660601180822411e-01,1.076923076923077920e-02,7.258045105260779728e-01,6.249999999999970857e-03,7.148950971995822190e-01,7.720000000000000000e+02,3.862499999999999822e-01,1.934836879429375489e-01,2.468354430379746389e-01,1.505043604019499492e-01,3.243589743589743168e-01,9.063146528662087420e-02,4.103896103896104153e-01,1.640931518985482007e-01,2.328947368421052655e-01,1.371415783050493886e-01,4.440000000000000058e-01,2.335092342927789499e-01,3.094594594594594628e-01,1.499426973880356451e-01,2.109589041095890627e-01,1.470703488130766234e-01,2.486111111111110883e-01,1.554680433401026129e-01,1.000000000000000194e-01,2.582362048590399195e-01,1.557142857142856940e-01,1.255799048414993346e-01,1.927536231884058038e-01,4.890999386628468865e-02,3.411764705882353033e-01,1.602342035896205941e-01,1.343283582089552508e-01,2.235194342780959520e-01,2.045454545454545303e-01,1.685183595339095897e-01,2.676923076923077294e-01,1.525614630239236214e-01,1.406249999999999722e-01,2.251804831685020880e-01
7.730000000000000000e+02,9.962499999999999689e-01,9.943803032542428699e-01,9.962025316455696000e-01,9.943803032542428699e-01,9.974358974358974450e-01,9.962523525693678383e-01,9.987012987012987564e-01,9.981255870380241202e-01,0.000000000000000000e+00,9.240899239251556541e-01,1.333333333333334590e-03,9.060586004779160874e-01,-1.500301384628589695e-17,8.898735865278842860e-01,1.369863013698616270e-03,8.702756388064645243e-01,2.777777777777764873e-03,8.508929133563165603e-01,4.225352112676060250e-03,8.317404568133017762e-01,1.428571428571429871e-03,8.159628131845225729e-01,4.347826086956493169e-03,7.955432499242264255e-01,1.470588235294086402e-03,7.780574769899715193e-01,5.970149253731348547e-03,7.626721117229867675e-01,4.545454545454515743e-03,7.418947448931014765e-01,9.230769230769238567e-03,7.273754188862859849e-01,4.687499999999969469e-03,7.164441272702289920e-01,7.730000000000000000e+02,2.424999999999999933e-01,1.943297776976036229e-01,2.379746835443037611e-01,1.783430682701180880e-01,3.999999999999999667e-01,1.226720730239770629e-01,3.038961038961038863e-01,1.538008046142803620e-01,3.723684210526316263e-01,1.293674514706074363e-01,4.533333333333333104e-01,2.562591461782389168e-01,2.418918918918918914e-01,1.469428034985042486e-01,2.150684931506849085e-01,7.457169369137334192e-02,2.402777777777777291e-01,1.017886904326802955e-01,1.577464788732394485e-01,1.515596004877289293e-01,2.242857142857142549e-01,8.741960592452925616e-02,2.884057971014492017e-01,7.997069775861644081e-02,3.617647058823529327e-01,2.588073607917673602e-01,1.462686567164178664e-01,1.112921268554070975e-01,1.878787878787878951e-01,1.711130839532735426e-01,2.738461538461537947e-01,2.025270043722565139e-01,1.374999999999999833e-01,1.894564593778740591e-01
7.740000000000000000e+02,9.975000000000000533e-01,9.962523525693678383e-01,9.974683544303798444e-01,9.962523525693678383e-01,9.974358974358974450e-01,9.962523525693678383e-01,9.987012987012987564e-01,9.981255870380241202e-01,0.000000000000000000e+00,9.202470795933014314e-01,1.333333333333334590e-03,9.041216386637365154e-01,-1.500301384628589695e-17,8.898735865278842860e-01,-1.520853458390625313e-17,8.700871005249991574e-01,2.777777777777764873e-03,8.508929133563165603e-01,1.408450704225353489e-03,8.352048775599912878e-01,0.000000000000000000e+00,8.136789523516017031e-01,5.797101449275334634e-03,7.918372623209897210e-01,1.470588235294086402e-03,7.760305647975470622e-01,2.985074626865674274e-03,7.639034215789324289e-01,4.545454545454515743e-03,7.460091738712063547e-01,4.615384615384619284e-03,7.321063361971401617e-01,6.249999999999970857e-03,7.148950971995822190e-01,7.740000000000000000e+02,2.487499999999999989e-01,1.567292649762641044e-01,3.898734177215189556e-01,1.448544528138502319e-01,3.551282051282051433e-01,1.628889575753987018e-01,2.402597402597402287e-01,1.444656100945828081e-01,3.565789473684210509e-01,1.146938860619867717e-01,2.960000000000000409e-01,2.816358464400439687e-01,1.959459459459458874e-01,1.491276718117735545e-01,3.260273972602739656e-01,8.774074025217691586e-02,2.361111111111111049e-01,4.506939094329998063e-02,3.098591549295774961e-01,1.952442380711910952e-01,3.342857142857142416e-01,1.298376389957856536e-01,3.202898550724637694e-01,1.491276718117734712e-01,2.499999999999999722e-01,3.041073001425648736e-01,2.417910447761193737e-01,5.521265706339428814e-02,1.530303030303030443e-01,1.662500000000000644e-01,2.446153846153845957e-01,2.582362048590399195e-01,1.187499999999999667e-01,1.580545791807375366e-01
7.750000000000000000e+02,9.962499999999999689e-01,9.943803032542428699e-01,9.987341772151898667e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.987012987012987564e-01,9.981255870380241202e-01,0.000000000000000000e+00,9.202470795933014314e-01,1.333333333333334590e-03,9.041216386637365154e-01,-1.500301384628589695e-17,8.898735865278842860e-01,-1.520853458390625313e-17,8.700871005249991574e-01,2.777777777777764873e-03,8.508929133563165603e-01,0.000000000000000000e+00,8.369401113580348106e-01,2.857142857142859742e-03,8.102439833161368954e-01,4.347826086956493169e-03,7.955432499242264255e-01,1.470588235294086402e-03,7.780574769899715193e-01,1.492537313432837137e-03,7.655461694110943238e-01,7.575757575757549080e-03,7.448521245858134021e-01,6.153846153846159045e-03,7.305263513385399365e-01,7.812499999999972244e-03,7.112631808971978664e-01,7.750000000000000000e+02,3.537500000000000089e-01,1.450807964549408191e-01,4.468354430379746223e-01,1.820499588025220605e-01,2.679487179487179405e-01,1.681842367762211854e-01,2.116883116883116756e-01,1.560098153963397904e-01,2.973684210526316152e-01,1.255799048414993346e-01,1.893333333333333257e-01,2.329565410114084745e-01,2.432432432432432012e-01,6.614378277661475680e-02,3.986301369863013422e-01,1.974169129026183411e-01,2.680555555555555469e-01,1.192424001771175655e-02,4.338028169014084834e-01,2.464022372057526333e-01,3.328571428571428514e-01,1.509397644757669854e-01,2.768115942028984700e-01,1.878288782376129340e-01,1.352941176470588147e-01,3.302437546722118422e-01,2.970149253731343419e-01,1.204743229904197827e-01,1.984848484848484584e-01,8.590510753150837342e-02,1.584615384615384315e-01,2.837004361998762270e-01,1.515624999999999611e-01,4.200074404102875636e-02
7.760000000000000000e+02,9.962499999999999689e-01,9.943803032542428699e-01,9.987341772151898667e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.987012987012987564e-01,9.981255870380241202e-01,0.000000000000000000e+00,9.221679619245074511e-01,1.333333333333334590e-03,9.021857139746781717e-01,-1.500301384628589695e-17,8.879250742602102786e-01,-1.520853458390625313e-17,8.700871005249991574e-01,1.388888888888890026e-03,8.526456986931910675e-01,1.408450704225353489e-03,8.352048775599912878e-01,2.857142857142859742e-03,8.122461141796863959e-01,4.347826086956493169e-03,7.955432499242264255e-01,2.941176470588205329e-03,7.743586055568827398e-01,5.970149253731348547e-03,7.626721117229867675e-01,6.060606060606032845e-03,7.443988766111888644e-01,4.615384615384619284e-03,7.321063361971401617e-01,6.249999999999970857e-03,7.107258613558394833e-01,7.760000000000000000e+02,4.500000000000000111e-01,1.838307645634972842e-01,3.582278481012657889e-01,1.832305583138359451e-01,2.294871794871795045e-01,1.282027203299524742e-01,3.415584415584415612e-01,1.101915945070220532e-01,2.276315789473684348e-01,1.117964109441802606e-01,2.000000000000000111e-01,1.276714533480371172e-01,3.418918918918918415e-01,1.041108183619741390e-01,3.109589041095890405e-01,2.670176726361010999e-01,3.138888888888888284e-01,7.378177281686845723e-02,3.647887323943662663e-01,2.703325498344585354e-01,2.842857142857143082e-01,2.154682401190486929e-01,2.043478260869564800e-01,2.496341072449837495e-01,9.705882352941175295e-02,2.110724105609258494e-01,3.477611940298507287e-01,2.465353676452935183e-01,2.212121212121211933e-01,1.039531144314590205e-01,1.199999999999999678e-01,2.468773734063128555e-01,2.359374999999999667e-01,8.513775601928907921e-02
7.770000000000000000e+02,9.975000000000000533e-01,9.962523525693678383e-01,9.987341772151898667e-01,9.981255870380241202e-01,9.987179487179487225e-01,9.981255870380241202e-01,9.974025974025975128e-01,9.962523525693678383e-01,0.000000000000000000e+00,9.202470795933014314e-01,0.000000000000000000e+00,9.059292535844065686e-01,-1.500301384628589695e-17,8.879250742602102786e-01,-1.520853458390625313e-17,8.720485938294951778e-01,1.388888888888890026e-03,8.486947699261494504e-01,1.408450704225353489e-03,8.352048775599912878e-01,0.000000000000000000e+00,8.156783986351484605e-01,5.797101449275334634e-03,7.938562920957419333e-01,2.941176470588205329e-03,7.804455858674582691e-01,1.492537313432837137e-03,7.635044613491136500e-01,6.060606060606032845e-03,7.443988766111888644e-01,4.615384615384619284e-03,7.321063361971401617e-01,6.249999999999970857e-03,7.107258613558394833e-01,7.770000000000000000e+02,4.525000000000000133e-01,2.357567602424160136e-01,2.481012658227848000e-01,1.526229012959720854e-01,3.435897435897435348e-01,9.539392014169435774e-02,4.025974025974025650e-01,1.403511221900274053e-01,2.710526315789473784e-01,7.938238154653705358e-02,2.960000000000000409e-01,1.087140745257943880e-01,3.675675675675675325e-01,1.649194879327486041e-01,1.712328767123287576e-01,2.781776635533486641e-01,3.499999999999999223e-01,1.592511773896821137e-01,2.295774647887323938e-01,3.009542116335972572e-01,1.785714285714285754e-01,2.496153290565305827e-01,1.434782608695651662e-01,1.996129066468399216e-01,1.529411764705882470e-01,8.185352771872450584e-02,2.447761194029850484e-01,2.605672897736783233e-01,1.939393939393939670e-01,1.429160592795646056e-01,1.169230769230768935e-01,1.306474263045393491e-01,3.203124999999999445e-01,2.121799059760372252e-01
7.780000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.987179487179487225e-01,9.981255870380241202e-01,9.987012987012987564e-01,9.981255870380241202e-01,0.000000000000000000e+00,9.202470795933014314e-01,0.000000000000000000e+00,9.059292535844065686e-01,1.351351351351337549e-03,8.861336312881934463e-01,-1.520853458390625313e-17,8.720485938294951778e-01,1.388888888888890026e-03,8.526456986931910675e-01,0.000000000000000000e+00,8.349522815706296175e-01,1.428571428571429871e-03,8.159628131845225729e-01,5.797101449275334634e-03,7.938562920957419333e-01,2.941176470588205329e-03,7.804455858674582691e-01,1.492537313432837137e-03,7.635044613491136500e-01,4.545454545454515743e-03,7.480673014508787411e-01,4.615384615384619284e-03,7.279648429010840971e-01,7.812499999999972244e-03,7.112631808971978664e-01,7.780000000000000000e+02,3.162499999999999756e-01,2.578365519083747337e-01,2.455696202531645334e-01,1.410008865220357399e-01,3.858974358974358587e-01,1.120058592217389459e-01,3.493506493506494115e-01,1.702892759395024935e-01,3.815789473684210731e-01,1.305038313613817169e-01,4.080000000000000293e-01,1.821014483742509071e-01,3.202702702702702742e-01,1.669533991867192535e-01,1.356164383561643816e-01,1.912663391713242678e-01,3.180555555555555358e-01,2.053997626580907621e-01,1.239436619718309873e-01,2.798911618826147585e-01,1.285714285714285587e-01,1.586466198820511708e-01,1.478260869565217461e-01,1.062941084914870576e-01,2.514705882352941124e-01,6.996650984578250965e-02,1.805970149253730839e-01,2.732987147792687033e-01,1.909090909090909172e-01,1.342397575236190521e-01,2.030769230769230438e-01,5.750000000000007883e-02,2.890625000000000000e-01,2.770463634484308657e-01
7.790000000000000000e+02,9.962499999999999689e-01,9.943803032542428699e-01,9.987341772151898667e-01,9.981255870380241202e-01,9.987179487179487225e-01,9.981255870380241202e-01,9.987012987012987564e-01,9.981255870380241202e-01,0.000000000000000000e+00,9.240899239251556541e-01,0.000000000000000000e+00,9.078649403958718445e-01,1.351351351351337549e-03,8.861336312881934463e-01,-1.520853458390625313e-17,8.720485938294951778e-01,1.388888888888890026e-03,8.526456986931910675e-01,0.000000000000000000e+00,8.349522815706296175e-01,2.857142857142859742e-03,8.142490789064485979e-01,2.898550724637683797e-03,7.972325178390556877e-01,4.411764705882324257e-03,7.787800957266435287e-01,4.477611940298511194e-03,7.602189240606945786e-01,6.060606060606032845e-03,7.443988766111888644e-01,4.615384615384619284e-03,7.279648429010840971e-01,9.374999999999973632e-03,7.118066802159137563e-01,7.790000000000000000e+02,1.762499999999999900e-01,2.562317066641051633e-01,3.329113924050632889e-01,1.358365285922750743e-01,3.243589743589743168e-01,1.574156520171994811e-01,2.311688311688311626e-01,1.837797594948911983e-01,4.105263157894737391e-01,1.907878402833891318e-01,4.119999999999999774e-01,2.059239847613677510e-01,2.189189189189189311e-01,1.731554576096289988e-01,2.356164383561643594e-01,1.419782113565316584e-01,2.430555555555555247e-01,1.606286478185010302e-01,1.436619718309859184e-01,1.465435088975285682e-01,1.842857142857143027e-01,8.579590607948611725e-02,2.347826086956521785e-01,2.582997289971471558e-02,3.691176470588234948e-01,1.957717101626278711e-01,1.298507462686566971e-01,2.486746116916643268e-01,2.030303030303030609e-01,9.839334327077224607e-02,2.384615384615384470e-01,1.475158889747135160e-01,1.796874999999999722e-01,3.413552951105344180e-01
7.800000000000000000e+02,9.975000000000000533e-01,9.962523525693678383e-01,9.987341772151898667e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.987012987012987564e-01,9.981255870380241202e-01,1.315789473684204425e-03,9.222670776407450033e-01,0.000000000000000000e+00,9.059292535844065686e-01,1.351351351351337549e-03,8.880834349879519474e-01,-1.520853458390625313e-17,8.720485938294951778e-01,1.388888888888890026e-03,8.526456986931910675e-01,1.408450704225353489e-03,8.352048775599912878e-01,2.857142857142859742e-03,8.162528713578900419e-01,2.898550724637683797e-03,7.952161655801521789e-01,2.941176470588205329e-03,7.804455858674582691e-01,2.985074626865674274e-03,7.618603874726653791e-01,7.575757575757549080e-03,7.448521245858134021e-01,4.615384615384619284e-03,7.258949218034247419e-01,1.249999999999997641e-02,7.087312607751967697e-01,7.800000000000000000e+02,1.937500000000000056e-01,2.541007428167025295e-01,4.253164556962025222e-01,1.679332084490734456e-01,2.410256410256410575e-01,1.543332433405066317e-01,2.090909090909090773e-01,1.457898744769334787e-01,2.986842105263158298e-01,2.175897803206759962e-01,3.066666666666666430e-01,2.459261830305997376e-01,2.013513513513513209e-01,1.138735592664075480e-01,3.602739726027397449e-01,1.428996588519370059e-01,2.347222222222222487e-01,1.435215576141787297e-01,2.605633802816901823e-01,8.906633763661758740e-02,2.871428571428570886e-01,6.983238861731695668e-02,3.086956521739130377e-01,1.115025223929934084e-01,3.867647058823529549e-01,2.649911555127831830e-01,1.373134328358209255e-01,1.619075739426664995e-01,2.515151515151515249e-01,1.364047286570374551e-01,2.261538461538461775e-01,1.915846744914635191e-01,1.156249999999999639e-01,3.134809603468767247e-01
7.810000000000000000e+02,9.987500000000000266e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.260129588726067063e-01,1.333333333333334590e-03,9.041216386637365154e-01,1.351351351351337549e-03,8.861336312881934463e-01,-1.520853458390625313e-17,8.700871005249991574e-01,0.000000000000000000e+00,8.524257665626960856e-01,1.408450704225353489e-03,8.332157208670513127e-01,2.857142857142859742e-03,8.142490789064485979e-01,2.898550724637683797e-03,7.911858188820120041e-01,5.882352941176443618e-03,7.771170680791923413e-01,0.000000000000000000e+00,7.631114351783756522e-01,4.545454545454515743e-03,7.480673014508787411e-01,4.615384615384619284e-03,7.300353159265653424e-01,6.249999999999970857e-03,7.128102394747145576e-01,7.810000000000000000e+02,3.637500000000000178e-01,2.138523146940427833e-01,4.240506329113923889e-01,1.982462168617601384e-01,2.230769230769230893e-01,1.466074691139575281e-01,2.727272727272726516e-01,1.271563997602951079e-01,1.750000000000000167e-01,2.165316085471126750e-01,1.880000000000000004e-01,2.633943099233543861e-01,2.162162162162162282e-01,9.762812094883320524e-02,3.931506849315067886e-01,1.897407771144621613e-01,1.972222222222222432e-01,9.529559276272965562e-02,3.788732394366197131e-01,1.738848397647131949e-01,3.485714285714285876e-01,1.677935859918370243e-01,3.492753623188405432e-01,2.039569501144788688e-01,3.029411764705881582e-01,3.167905459447931116e-01,1.791044776119402882e-01,3.125000000000008327e-02,2.166666666666666741e-01,1.282027203299525575e-01,1.753846153846154166e-01,2.685144316419511012e-01,9.062500000000001110e-02,2.672107080563951853e-01
