t_order,conversion_order_z0p000,psi_mag_order_z0p000,conversion_order_z0p013,psi_mag_order_z0p013,conversion_order_z0p025,psi_mag_order_z0p025,conversion_order_z0p038,psi_mag_order_z0p038,conversion_order_z0p050,psi_mag_order_z0p050,conversion_order_z0p062,psi_mag_order_z0p062,conversion_order_z0p075,psi_mag_order_z0p075,conversion_order_z0p088,psi_mag_order_z0p088,conversion_order_z0p100,psi_mag_order_z0p100,conversion_order_z0p113,psi_mag_order_z0p113,conversion_order_z0p125,psi_mag_order_z0p125,conversion_order_z0p138,psi_mag_order_z0p138,conversion_order_z0p150,psi_mag_order_z0p150,conversion_order_z0p163,psi_mag_order_z0p163,conversion_order_z0p175,psi_mag_order_z0p175,conversion_order_z0p188,psi_mag_order_z0p188,conversion_order_z0p200,psi_mag_order_z0p200,t_cycle,conversion_cycle_z0p000,psi_mag_cycle_z0p000,conversion_cycle_z0p013,psi_mag_cycle_z0p013,conversion_cycle_z0p025,psi_mag_cycle_z0p025,conversion_cycle_z0p038,psi_mag_cycle_z0p038,conversion_cycle_z0p050,psi_mag_cycle_z0p050,conversion_cycle_z0p062,psi_mag_cycle_z0p062,conversion_cycle_z0p075,psi_mag_cycle_z0p075,conversion_cycle_z0p088,psi_mag_cycle_z0p088,conversion_cycle_z0p100,psi_mag_cycle_z0p100,conversion_cycle_z0p113,psi_mag_cycle_z0p113,conversion_cycle_z0p125,psi_mag_cycle_z0p125,conversion_cycle_z0p138,psi_mag_cycle_z0p138,conversion_cycle_z0p150,psi_mag_cycle_z0p150,conversion_cycle_z0p163,psi_mag_cycle_z0p163,conversion_cycle_z0p175,psi_mag_cycle_z0p175,conversion_cycle_z0p188,psi_mag_cycle_z0p188,conversion_cycle_z0p200,psi_mag_cycle_z0p200
3.670000000000000000e+02,9.987500000000000266e-01,9.981255870380241202e-01,9.987341772151898667e-01,9.981255870380241202e-01,9.974358974358974450e-01,9.962523525693678383e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.260129588726067063e-01,0.000000000000000000e+00,9.078649403958718445e-01,-1.500301384628589695e-17,8.879250742602102786e-01,-1.520853458390625313e-17,8.681265748725816023e-01,0.000000000000000000e+00,8.544003745317529930e-01,1.408450704225353489e-03,8.352048775599912878e-01,0.000000000000000000e+00,8.196798155377500450e-01,2.898550724637683797e-03,7.992496481075234138e-01,1.470588235294086402e-03,7.821135227701924153e-01,2.985074626865674274e-03,7.618603874726653791e-01,7.575757575757549080e-03,7.345544993395657363e-01,1.230769230769231809e-02,7.180061368122141463e-01,1.562500000000001388e-03,7.153899723227884477e-01,3.670000000000000000e+02,2.250000000000000056e-01,2.955080371157441932e-01,3.075949367088607334e-01,2.923263373355194927e-01,4.564102564102563431e-01,2.450382623183569863e-01,2.571428571428571175e-01,8.674675786448736436e-02,3.289473684210526550e-01,1.228057409081514395e-01,2.160000000000000253e-01,1.741003661684833448e-01,3.202702702702702742e-01,1.608619361440112305e-01,3.465753424657533888e-01,1.838435136195999409e-01,2.486111111111110883e-01,2.267053429013088650e-01,2.999999999999999889e-01,7.795230913834430564e-02,2.799999999999999711e-01,5.704986853622000947e-02,1.594202898550724778e-01,1.028879852072146356e-01,1.367647058823528994e-01,1.253183446267944479e-01,2.208955223880596508e-01,2.973739228648000776e-01,2.060606060606060275e-01,1.289319103247912879e-01,2.184615384615384570e-01,1.403511221900274886e-01,1.218749999999999695e-01,2.167804188574236068e-01
3.680000000000000000e+02,9.987500000000000266e-01,9.981255870380241202e-01,9.974683544303798444e-01,9.962500000000000799e-01,9.961538461538461675e-01,9.943803032542428699e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.260129588726067063e-01,0.000000000000000000e+00,9.078649403958718445e-01,-1.500301384628589695e-17,8.879250742602102786e-01,-1.520853458390625313e-17,8.681265748725816023e-01,1.388888888888890026e-03,8.526456986931910675e-01,2.816901408450706978e-03,8.334716551869054690e-01,0.000000000000000000e+00,8.196798155377500450e-01,5.797101449275334634e-03,7.958760896018928221e-01,1.470588235294086402e-03,7.841426448676286354e-01,0.000000000000000000e+00,7.671915096636563458e-01,6.060606060606032845e-03,7.402818297783623214e-01,9.230769230769238567e-03,7.211525064090119619e-01,4.687499999999969469e-03,7.143605094768327168e-01,3.680000000000000000e+02,1.600000000000000033e-01,2.604413321652307434e-01,5.177215189873418666e-01,3.043153175572994029e-01,4.717948717948717841e-01,2.474842166684575184e-01,4.000000000000000222e-01,1.654728074337289412e-01,2.500000000000000000e-01,8.885557101273965086e-02,3.679999999999999938e-01,1.986241740070928685e-01,4.391891891891891442e-01,2.235194342780957300e-01,2.260273972602739601e-01,2.360051641384146026e-01,1.722222222222222210e-01,1.833328598478734806e-01,3.281690140845070491e-01,1.632626335080994973e-01,3.142857142857143349e-01,1.622257300800339364e-01,2.231884057971014468e-01,1.802775637732003527e-02,2.073529411764705455e-01,1.192424001771185196e-02,1.358208955223880465e-01,3.201830531118099454e-01,2.272727272727272652e-01,1.187697352021971214e-01,2.230769230769231171e-01,1.842764567165323664e-01,1.187499999999999667e-01,1.702204453054921018e-01
3.690000000000000000e+02,9.987500000000000266e-01,9.981255870380241202e-01,9.974683544303798444e-01,9.962523525693678383e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.987012987012987564e-01,9.981255870380241202e-01,0.000000000000000000e+00,9.221679619245074511e-01,0.000000000000000000e+00,9.078649403958718445e-01,-1.500301384628589695e-17,8.898735865278842860e-01,-1.520853458390625313e-17,8.720485938294951778e-01,0.000000000000000000e+00,8.504520856579750321e-01,0.000000000000000000e+00,8.369401113580348106e-01,0.000000000000000000e+00,8.196798155377500450e-01,5.797101449275334634e-03,7.958760896018928221e-01,-3.265361837132813463e-17,7.858116822750854658e-01,1.492537313432837137e-03,7.675885535233052392e-01,6.060606060606032845e-03,7.402818297783623214e-01,6.153846153846159045e-03,7.222404378044752216e-01,6.249999999999970857e-03,7.107258613558394833e-01,3.690000000000000000e+02,2.600000000000000089e-01,2.564511405706747516e-01,4.746835443037974445e-01,2.730413201330524342e-01,3.230769230769230949e-01,2.448564630553990984e-01,4.012987012987012658e-01,1.490018875719364699e-01,2.802631578947368252e-01,3.887077951366554873e-02,4.266666666666666941e-01,1.985297521783573049e-01,4.040540540540539793e-01,2.336898318284302556e-01,1.821917808219177537e-01,1.648341969980744726e-01,2.041666666666666630e-01,7.457169369137336967e-02,2.338028169014084723e-01,1.937258049409009697e-01,2.457142857142857462e-01,1.518840017908404671e-01,3.057971014492753548e-01,1.086925135416418470e-01,2.999999999999999889e-01,1.122984305322207305e-01,8.656716417910445549e-02,2.375394704043941596e-01,2.393939393939393812e-01,1.308446120403893853e-01,1.876923076923077138e-01,1.562049935181332172e-01,1.468749999999999778e-01,1.235478146306118741e-01
3.700000000000000000e+02,9.975000000000000533e-01,9.962523525693678383e-01,9.987341772151898667e-01,9.981255870380241202e-01,9.974358974358974450e-01,9.962523525693678383e-01,9.974025974025975128e-01,9.962523525693678383e-01,0.000000000000000000e+00,9.221679619245074511e-01,0.000000000000000000e+00,9.078649403958718445e-01,-1.500301384628589695e-17,8.898735865278842860e-01,-1.520853458390625313e-17,8.720485938294951778e-01,0.000000000000000000e+00,8.504520856579750321e-01,0.000000000000000000e+00,8.369401113580348106e-01,1.428571428571429871e-03,8.179652727958565128e-01,2.898550724637683797e-03,7.992496481075234138e-01,1.470588235294086402e-03,7.841426448676286354e-01,4.477611940298511194e-03,7.643083065752982463e-01,6.060606060606032845e-03,7.443988766111888644e-01,9.230769230769238567e-03,7.170065812110791859e-01,9.374999999999973632e-03,7.055461094074574335e-01,3.700000000000000000e+02,4.500000000000000111e-01,2.635188560615727704e-01,2.822784810126582333e-01,3.382791931230770821e-01,1.987179487179487336e-01,2.284355762572897186e-01,3.311688311688311126e-01,1.967985962856443616e-01,3.578947368421053210e-01,8.598691760959914498e-02,3.360000000000000209e-01,2.347105930715527866e-01,2.743243243243242979e-01,2.415024585796178846e-01,2.246575342465753078e-01,6.219927652312370880e-02,2.861111111111110383e-01,4.459890693727800587e-02,1.746478873239437068e-01,1.614581989246753335e-01,2.014285714285714568e-01,1.375170443981400537e-01,3.391304347826086807e-01,1.822558298107361530e-01,3.088235294117646634e-01,2.153920843485201686e-01,1.492537313432835411e-01,7.207851621669261744e-02,1.984848484848484584e-01,1.528530748791139815e-01,1.861538461538461420e-01,1.463674741874028129e-01,2.093749999999999778e-01,1.217322882393985783e-01
3.710000000000000000e+02,9.975000000000000533e-01,9.962523525693678383e-01,9.974683544303798444e-01,9.962523525693678383e-01,9.961538461538461675e-01,9.943803032542428699e-01,9.974025974025975128e-01,9.962523525693678383e-01,0.000000000000000000e+00,9.221679619245074511e-01,0.000000000000000000e+00,9.078649403958718445e-01,-1.500301384628589695e-17,8.898735865278842860e-01,-1.520853458390625313e-17,8.700871005249991574e-01,0.000000000000000000e+00,8.504520856579750321e-01,0.000000000000000000e+00,8.349522815706296175e-01,1.428571428571429871e-03,8.179652727958565128e-01,1.449275362318841898e-03,7.989240811866920033e-01,2.941176470588205329e-03,7.824760379717708991e-01,4.477611940298511194e-03,7.643083065752982463e-01,6.060606060606032845e-03,7.443988766111888644e-01,6.153846153846159045e-03,7.222404378044752216e-01,1.093749999999997502e-02,7.060906899966887806e-01,3.710000000000000000e+02,5.000000000000000000e-01,2.618682875034699098e-01,1.531645569620253000e-01,2.966558401582548576e-01,2.025641025641025661e-01,1.818180752840597436e-01,2.220779220779220409e-01,2.241267777397427385e-01,3.118421052631579204e-01,1.259898309388500504e-01,2.080000000000000182e-01,2.275000000000000910e-01,1.959459459459458874e-01,1.796393957349000647e-01,2.657534246575342651e-01,4.574043615882980585e-02,3.486111111111110938e-01,1.264355072754485554e-01,1.802816901408451078e-01,9.135268195296739058e-02,1.857142857142856929e-01,8.488963423174837597e-02,2.768115942028984700e-01,2.624136762823158220e-01,2.014705882352940680e-01,2.528802829403669072e-01,2.328358208955223496e-01,4.337337893224370994e-02,1.909090909090909172e-01,1.104253141267890065e-01,2.061538461538461320e-01,1.213466109951160388e-01,2.171875000000000056e-01,1.927311923379296521e-01
3.720000000000000000e+02,9.975000000000000533e-01,9.962523525693678383e-01,9.974683544303798444e-01,9.962523525693678383e-01,9.974358974358974450e-01,9.962523525693678383e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.240899239251556541e-01,0.000000000000000000e+00,9.078649403958718445e-01,-1.500301384628589695e-17,8.898735865278842860e-01,-1.520853458390625313e-17,8.720485938294951778e-01,1.388888888888890026e-03,8.526456986931910675e-01,1.408450704225353489e-03,8.312274433029746001e-01,1.428571428571429871e-03,8.159628131845225729e-01,1.449275362318841898e-03,7.989240811866920033e-01,4.411764705882324257e-03,7.808118771509563460e-01,0.000000000000000000e+00,7.692325721132718952e-01,6.060606060606032845e-03,7.464583042608607943e-01,6.153846153846159045e-03,7.243110951103813866e-01,9.374999999999973632e-03,7.055461094074574335e-01,3.720000000000000000e+02,3.587500000000000133e-01,2.615190002657551416e-01,1.569620253164557000e-01,2.935584481836623905e-01,3.230769230769230949e-01,1.864638034579364223e-01,1.831168831168830946e-01,1.803165619126541330e-01,2.447368421052631415e-01,1.105949818029734605e-01,2.013333333333333086e-01,1.241911329362930805e-01,1.864864864864864691e-01,1.290409334281181764e-01,3.328767123287670882e-01,8.837950837156763328e-02,3.125000000000000000e-01,1.925365225093670918e-01,2.887323943661972425e-01,8.307564324156613278e-02,2.542857142857142816e-01,2.883140648667683464e-02,1.797101449275362028e-01,2.880456778012821517e-01,1.485294117647058543e-01,2.378648513336933668e-01,2.880597014925372901e-01,1.459184275545759024e-01,2.106060606060606022e-01,1.330119825429273983e-01,1.969230769230768952e-01,1.573262930981341734e-01,1.718750000000000000e-01,2.165965431395432683e-01
3.730000000000000000e+02,9.987500000000000266e-01,9.981255870380241202e-01,9.974683544303798444e-01,9.962523525693678383e-01,9.961538461538461675e-01,9.943803032542428699e-01,9.974025974025975128e-01,9.962523525693678383e-01,0.000000000000000000e+00,9.240899239251556541e-01,0.000000000000000000e+00,9.059292535844065686e-01,-1.500301384628589695e-17,8.879250742602102786e-01,-1.520853458390625313e-17,8.720485938294951778e-01,1.388888888888890026e-03,8.526456986931910675e-01,1.408450704225353489e-03,8.332157208670513127e-01,0.000000000000000000e+00,8.196798155377500450e-01,0.000000000000000000e+00,8.026323878339324258e-01,4.411764705882324257e-03,7.808118771509563460e-01,1.492537313432837137e-03,7.675885535233052392e-01,7.575757575757549080e-03,7.448521245858134021e-01,6.153846153846159045e-03,7.263823029231921691e-01,9.374999999999973632e-03,7.034601978790271382e-01,3.730000000000000000e+02,1.787499999999999922e-01,3.209580385346346709e-01,3.291139240506328889e-01,2.793631149597238239e-01,4.538461538461538436e-01,2.078498556650929807e-01,2.493506493506493782e-01,1.420607264517537160e-01,2.368421052631579371e-01,9.013878188659975310e-02,2.826666666666666772e-01,1.193995393625954388e-01,2.797297297297297036e-01,8.552229241548651995e-02,3.452054794520548198e-01,1.379594596249203164e-01,2.333333333333333093e-01,1.745843277616866696e-01,3.718309859154930175e-01,1.657982584347615640e-01,2.857142857142856984e-01,9.990620601344044061e-02,1.391304347826086696e-01,1.964887083269673262e-01,1.441176470588235170e-01,1.552266488074777739e-01,2.820895522388059407e-01,2.230155543902712645e-01,2.257575757575757680e-01,1.687407404867005689e-01,1.830769230769230815e-01,1.526996643742219439e-01,1.437499999999999889e-01,1.967866865415443811e-01
3.740000000000000000e+02,9.987500000000000266e-01,9.981255870380241202e-01,9.987341772151898667e-01,9.981255870380241202e-01,9.961538461538461675e-01,9.943803032542428699e-01,9.948051948051948035e-01,9.925094457988800078e-01,0.000000000000000000e+00,9.240899239251556541e-01,0.000000000000000000e+00,9.059292535844065686e-01,-1.500301384628589695e-17,8.879250742602102786e-01,-1.520853458390625313e-17,8.700871005249991574e-01,1.388888888888890026e-03,8.486947699261494504e-01,2.816901408450706978e-03,8.334716551869054690e-01,0.000000000000000000e+00,8.196798155377500450e-01,0.000000000000000000e+00,8.026323878339324258e-01,2.941176470588205329e-03,7.824760379717708991e-01,2.985074626865674274e-03,7.659471261125012642e-01,7.575757575757549080e-03,7.448521245858134021e-01,7.692307692307698806e-03,7.248027748981096252e-01,7.812499999999972244e-03,7.070924179341765425e-01,3.740000000000000000e+02,1.462499999999999911e-01,3.061275265310194893e-01,5.075949367088608000e-01,3.055297653257370016e-01,4.141025641025641302e-01,1.984589063257177766e-01,3.597402597402596935e-01,1.456612079450117780e-01,3.105263157894737058e-01,1.096585609973063924e-01,3.733333333333332948e-01,1.215588849076856826e-01,3.567567567567567766e-01,1.088864087019128096e-01,2.794520547945205657e-01,1.672759695832010951e-01,2.347222222222222487e-01,1.101064825521187174e-01,3.281690140845070491e-01,2.019475488833672727e-01,2.528571428571428359e-01,1.753612343136305152e-01,1.521739130434782150e-01,1.104465368402288150e-01,2.147058823529411631e-01,6.063466417817464649e-02,2.044776119402984815e-01,2.457355031329417627e-01,1.696969696969696795e-01,2.032201700127229671e-01,1.769230769230769051e-01,1.808098102980034705e-01,1.453124999999999556e-01,1.505043604019499215e-01
3.750000000000000000e+02,9.987500000000000266e-01,9.981255870380241202e-01,9.974683544303798444e-01,9.962523525693678383e-01,9.974358974358974450e-01,9.962523525693678383e-01,9.961038961038960471e-01,9.943803032542428699e-01,0.000000000000000000e+00,9.260129588726067063e-01,0.000000000000000000e+00,9.059292535844065686e-01,-1.500301384628589695e-17,8.859775674361060060e-01,-1.520853458390625313e-17,8.700871005249991574e-01,1.388888888888890026e-03,8.506697728848721107e-01,4.225352112676060250e-03,8.317404568133017762e-01,0.000000000000000000e+00,8.156783986351484605e-01,1.449275362318841898e-03,8.009398775813325599e-01,1.470588235294086402e-03,7.821135227701924153e-01,5.970149253731348547e-03,7.626721117229867675e-01,7.575757575757549080e-03,7.448521245858134021e-01,7.692307692307698806e-03,7.248027748981096252e-01,6.249999999999970857e-03,7.128102394747145576e-01,3.750000000000000000e+02,2.750000000000000222e-01,3.071746246030097049e-01,5.354430379746836222e-01,3.290777833582814726e-01,2.846153846153846034e-01,2.023765055533869039e-01,4.467532467532467910e-01,2.012616456257873276e-01,3.868421052631579315e-01,1.265466811101735867e-01,3.413333333333333219e-01,1.531594349036324298e-01,3.108108108108107448e-01,1.556639007605810365e-01,2.095890410958903827e-01,1.770372489054211074e-01,2.541666666666666519e-01,7.603453162872897061e-03,2.197183098591549422e-01,2.199467265043970332e-01,1.785714285714285754e-01,2.250867888171139697e-01,2.304347826086956263e-01,2.741464024932653565e-02,2.647058823529411797e-01,1.068000468164691935e-01,1.492537313432835411e-01,1.964529205687715330e-01,1.530303030303030443e-01,1.538617480077489330e-01,1.799999999999999933e-01,1.309878334044808357e-01,1.937499999999999500e-01,1.423244532749029512e-01
3.760000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,9.962025316455696000e-01,9.943803032542428699e-01,9.987179487179487225e-01,9.981255870380241202e-01,9.961038961038960471e-01,9.943803032542428699e-01,0.000000000000000000e+00,9.260129588726067063e-01,0.000000000000000000e+00,9.059292535844065686e-01,-1.500301384628589695e-17,8.859775674361060060e-01,-1.520853458390625313e-17,8.700871005249991574e-01,1.388888888888890026e-03,8.526456986931910675e-01,2.816901408450706978e-03,8.314811708631772991e-01,0.000000000000000000e+00,8.176786884222921881e-01,2.898550724637683797e-03,7.992496481075234138e-01,2.941176470588205329e-03,7.824760379717708991e-01,5.970149253731348547e-03,7.626721117229867675e-01,4.545454545454515743e-03,7.480673014508787411e-01,9.230769230769238567e-03,7.273754188862859849e-01,4.687499999999969469e-03,7.143605094768327168e-01,3.760000000000000000e+02,4.637499999999999956e-01,2.535467166026803554e-01,3.632911392405063222e-01,3.201098444284400379e-01,1.948717948717948734e-01,1.905419901229123969e-01,3.636363636363635909e-01,2.171261154260353821e-01,3.578947368421053210e-01,1.534346359203163368e-01,2.413333333333333441e-01,1.746111751864697637e-01,2.418918918918918914e-01,1.388738186268384522e-01,2.054794520547945369e-01,9.127568131764345061e-02,3.180555555555555358e-01,8.318841565987415698e-02,1.788732394366197298e-01,1.355601803628190827e-01,1.585714285714285576e-01,1.420442272674255768e-01,3.463768115942029158e-01,1.579804180903443267e-01,2.529411764705882248e-01,1.879660873668440035e-01,1.492537313432835411e-01,9.760411108145000680e-02,1.787878787878788012e-01,6.695380870421049901e-02,1.830769230769230815e-01,1.418791298958378133e-01,2.093749999999999778e-01,1.518068262628529119e-01
3.770000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,9.936708860759494444e-01,9.906303233295455923e-01,9.987179487179487225e-01,9.981255870380241202e-01,9.974025974025975128e-01,9.962523525693678383e-01,0.000000000000000000e+00,9.221679619245074511e-01,0.000000000000000000e+00,9.059292535844065686e-01,-1.500301384628589695e-17,8.859775674361060060e-01,-1.520853458390625313e-17,8.700871005249991574e-01,1.388888888888890026e-03,8.526456986931910675e-01,2.816901408450706978e-03,8.314811708631772991e-01,0.000000000000000000e+00,8.176786884222921881e-01,1.449275362318841898e-03,8.009398775813325599e-01,2.941176470588205329e-03,7.824760379717708991e-01,4.477611940298511194e-03,7.622632829278870314e-01,4.545454545454515743e-03,7.480673014508787411e-01,7.692307692307698806e-03,7.289493723846671713e-01,6.249999999999970857e-03,7.128102394747145576e-01,3.770000000000000000e+02,4.974999999999999978e-01,2.541284124217518259e-01,1.708860759493670556e-01,3.416984233209162114e-01,2.230769230769230893e-01,2.103159825120287929e-01,2.194805194805194704e-01,2.425869689410378172e-01,2.539473684210526438e-01,1.572070688614225220e-01,2.039999999999999869e-01,1.215203172313174124e-01,2.175675675675675380e-01,8.617750576571597820e-02,3.246575342465752856e-01,1.003976468847749270e-01,3.055555555555555802e-01,1.599413955172332147e-01,2.422535211267606015e-01,1.566245510767708127e-02,2.200000000000000011e-01,2.384848003542372821e-02,3.260869565217391353e-01,2.163150191271979716e-01,1.911764705882352811e-01,2.509357487485592286e-01,2.268656716417910002e-01,4.177693741767083552e-02,2.257575757575757680e-01,7.457169369137330028e-02,1.892307692307692302e-01,1.574156520171994811e-01,2.078125000000000111e-01,1.790644088030896863e-01
3.780000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,9.974683544303798444e-01,9.962523525693678383e-01,9.987179487179487225e-01,9.981255870380241202e-01,9.987012987012987564e-01,9.981255870380241202e-01,0.000000000000000000e+00,9.202470795933014314e-01,0.000000000000000000e+00,9.078649403958718445e-01,-1.500301384628589695e-17,8.859775674361060060e-01,-1.520853458390625313e-17,8.700871005249991574e-01,1.388888888888890026e-03,8.506697728848721107e-01,1.408450704225353489e-03,8.332157208670513127e-01,0.000000000000000000e+00,8.156783986351484605e-01,1.449275362318841898e-03,7.989240811866920033e-01,1.470588235294086402e-03,7.841426448676286354e-01,4.477611940298511194e-03,7.643083065752982463e-01,7.575757575757549080e-03,7.448521245858134021e-01,9.230769230769238567e-03,7.273754188862859849e-01,6.249999999999970857e-03,7.128102394747145576e-01,3.780000000000000000e+02,3.612500000000000155e-01,2.088398010437666763e-01,1.354430379746835167e-01,2.821430266726435709e-01,3.551282051282051433e-01,1.730742254063265817e-01,1.584415584415584388e-01,2.151743479135002357e-01,2.065789473684210287e-01,1.338550988942895092e-01,2.866666666666666807e-01,1.223659981367372362e-01,3.027027027027026640e-01,4.029190365321531214e-02,3.657534246575342429e-01,1.438152026038972686e-01,2.388888888888888729e-01,1.137912013294526403e-01,2.859154929577465420e-01,5.269309727089485640e-02,3.042857142857142705e-01,8.688174434252561584e-02,2.275362318840579434e-01,2.457355031329417627e-01,1.382352941176470673e-01,1.772753860523226255e-01,3.343283582089552342e-01,1.673740197880184966e-01,2.833333333333333259e-01,1.797176605122602355e-01,1.707692307692307565e-01,1.616467986073340801e-01,2.140625000000000167e-01,2.019475488833673560e-01
3.790000000000000000e+02,9.987500000000000266e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.961538461538461675e-01,9.943803032542428699e-01,9.987012987012987564e-01,9.981255870380241202e-01,0.000000000000000000e+00,9.202470795933014314e-01,0.000000000000000000e+00,9.078649403958718445e-01,-1.500301384628589695e-17,8.879250742602102786e-01,-1.520853458390625313e-17,8.661670234429382775e-01,0.000000000000000000e+00,8.524257665626960856e-01,1.408450704225353489e-03,8.352048775599912878e-01,1.428571428571429871e-03,8.159628131845225729e-01,1.449275362318841898e-03,7.948948436743065171e-01,2.941176470588205329e-03,7.824760379717708991e-01,4.477611940298511194e-03,7.643083065752982463e-01,9.090909090909066181e-03,7.411867595282582988e-01,9.230769230769238567e-03,7.273754188862859849e-01,6.249999999999970857e-03,7.128102394747145576e-01,3.790000000000000000e+02,2.237500000000000044e-01,2.142902529281256185e-01,2.468354430379746389e-01,2.992829973453218773e-01,4.794871794871794490e-01,2.401594522395484599e-01,2.376623376623376305e-01,2.280042488639191234e-01,2.723684210526316485e-01,1.215588849076856964e-01,3.986666666666666692e-01,1.584544492906399260e-01,3.445945945945945721e-01,9.206824914160140205e-02,3.191780821917807875e-01,1.651750964885446149e-01,2.194444444444444142e-01,1.093803570116683305e-01,3.535211267605634089e-01,1.397151119242295847e-01,3.357142857142857428e-01,1.656568365628174333e-01,1.463768115942028492e-01,1.849112963017674194e-01,1.970588235294117585e-01,4.563784065882185020e-02,3.373134328358208811e-01,2.569533031505920051e-01,2.621212121212120882e-01,1.966794663913851993e-01,1.999999999999999833e-01,1.514667867883914554e-01,1.968749999999999667e-01,2.045880006256477202e-01
3.800000000000000000e+02,9.987500000000000266e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.948717948717948900e-01,9.925094457988800078e-01,9.987012987012987564e-01,9.981255870380241202e-01,0.000000000000000000e+00,9.221679619245074511e-01,0.000000000000000000e+00,9.039946072848000780e-01,-1.500301384628589695e-17,8.879250742602102786e-01,-1.520853458390625313e-17,8.681265748725816023e-01,0.000000000000000000e+00,8.524257665626960856e-01,1.408450704225353489e-03,8.352048775599912878e-01,1.428571428571429871e-03,8.179652727958565128e-01,0.000000000000000000e+00,8.006179254176114535e-01,-3.265361837132813463e-17,7.858116822750854658e-01,5.970149253731348547e-03,7.626721117229867675e-01,9.090909090909066181e-03,7.432487806919026996e-01,7.692307692307698806e-03,7.289493723846671713e-01,6.249999999999970857e-03,7.148950971995822190e-01,3.800000000000000000e+02,2.112499999999999933e-01,2.030355572307472045e-01,4.632911392405062445e-01,2.669825602918660667e-01,4.038461538461538547e-01,2.043014011209909053e-01,4.142857142857143127e-01,2.377268653307823831e-01,3.986842105263158631e-01,1.775132037342573021e-01,3.946666666666666656e-01,2.154682401190487206e-01,3.175675675675675436e-01,1.025228633037529591e-01,1.958904109589040821e-01,1.721236837277196063e-01,2.833333333333333259e-01,9.047617089598795903e-02,3.267605633802817544e-01,1.783430682701181991e-01,2.871428571428570886e-01,2.000820144340815787e-01,1.565217391304347949e-01,1.039531144314590344e-01,2.764705882352941346e-01,7.991206104212295047e-02,1.880597014925373123e-01,3.080888670497524129e-01,2.090909090909090495e-01,2.261671118885325849e-01,1.876923076923077138e-01,1.756550241239914767e-01,1.531249999999999833e-01,1.890601756055463600e-01
3.810000000000000000e+02,9.987500000000000266e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.974358974358974450e-01,9.962523525693678383e-01,9.974025974025975128e-01,9.962523525693678383e-01,0.000000000000000000e+00,9.221679619245074511e-01,0.000000000000000000e+00,9.039946072848000780e-01,-1.500301384628589695e-17,8.898735865278842860e-01,-1.520853458390625313e-17,8.681265748725816023e-01,1.388888888888890026e-03,8.506697728848721107e-01,1.408450704225353489e-03,8.332157208670513127e-01,1.428571428571429871e-03,8.159628131845225729e-01,0.000000000000000000e+00,8.006179254176114535e-01,-3.265361837132813463e-17,7.858116822750854658e-01,2.985074626865674274e-03,7.659471261125012642e-01,9.090909090909066181e-03,7.432487806919026996e-01,4.615384615384619284e-03,7.321063361971401617e-01,6.249999999999970857e-03,7.148950971995822190e-01,3.810000000000000000e+02,3.162499999999999756e-01,2.643003736281883120e-01,4.822784810126581889e-01,2.483162046665500777e-01,2.474358974358974450e-01,2.358064619555622909e-01,4.987012987012986454e-01,2.769363645316373912e-01,4.565789473684210842e-01,2.357070480490559838e-01,2.346666666666666345e-01,2.500656163889791173e-01,2.756756756756756910e-01,1.473091986265624431e-01,2.000000000000000111e-01,9.502466784998521432e-02,2.722222222222221988e-01,9.047617089598794515e-02,2.577464788732394818e-01,1.746916927046046342e-01,2.100000000000000200e-01,2.142902529281256463e-01,2.536231884057970620e-01,3.572901481989113753e-02,3.294117647058823484e-01,1.519611381241927628e-01,1.089552238805969742e-01,2.519889630519559498e-01,1.696969696969696795e-01,2.118040072803157314e-01,1.692307692307692402e-01,1.563849417303342093e-01,1.296875000000000111e-01,1.756550241239914767e-01
